time_period,rainfall,mean_temperature,disease_cases,location
2007-01,64.373,26.36,2567,MatoGrosso
2007-02,31.997,27.38,2939,MatoGrosso
2007-03,202.012,26.07,3104,MatoGrosso
2007-04,314.624,24.86,2025,MatoGrosso
2007-05,458.172,24.07,1232,MatoGrosso
2007-06,356.493,23.59,631,MatoGrosso
2007-07,260.449,23.94,340,MatoGrosso
2007-08,219.895,24.18,211,MatoGrosso
2007-09,168.348,24.71,134,MatoGrosso
2007-10,169.289,25.19,276,MatoGrosso
2007-11,89.797,26,690,MatoGrosso
2007-12,220.394,24.63,865,MatoGrosso
2008-01,73.041,25.3,1478,MatoGrosso
2008-02,131.569,25.11,1563,MatoGrosso
2008-03,100.053,25.54,1859,MatoGrosso
2008-04,239.587,25.45,1213,MatoGrosso
2008-05,477.409,23.75,428,MatoGrosso
2008-06,398.714,23.35,152,MatoGrosso
2008-07,295.253,23.47,60,MatoGrosso
2008-08,192.882,24.55,113,MatoGrosso
2008-09,145.287,25,169,MatoGrosso
2008-10,181.777,25.22,188,MatoGrosso
2008-11,151.421,25.38,491,MatoGrosso
2008-12,258.02,24.53,1043,MatoGrosso
2009-01,164.769,24.63,3572,MatoGrosso
2009-02,83.464,25.17,7171,MatoGrosso
2009-03,200.635,25.24,8338,MatoGrosso
2009-04,169.366,25.59,10333,MatoGrosso
2009-05,149.659,25.78,9064,MatoGrosso
2009-06,395.115,23.99,3059,MatoGrosso
2009-07,229.453,24.29,1825,MatoGrosso
2009-08,147.191,25.13,1290,MatoGrosso
2009-09,88.808,26.48,1236,MatoGrosso
2009-10,120.159,26.96,2353,MatoGrosso
2009-11,59.422,27.09,7270,MatoGrosso
2009-12,68.031,26.75,8921,MatoGrosso
2010-01,33.382,26.89,17344,MatoGrosso
2010-02,73.117,27.34,15653,MatoGrosso
2010-03,179.962,26.66,11248,MatoGrosso
2010-04,456.672,25.08,5266,MatoGrosso
2010-05,464.3,24.58,2303,MatoGrosso
2010-06,331.474,24.31,1336,MatoGrosso
2010-07,279.126,24.02,1125,MatoGrosso
2010-08,217.624,24.56,666,MatoGrosso
2010-09,145.467,25.49,879,MatoGrosso
2010-10,126.771,26.18,1272,MatoGrosso
2010-11,190.823,25.1,3687,MatoGrosso
2010-12,170.313,24.86,7781,MatoGrosso
2011-01,107.417,25.12,9382,MatoGrosso
2011-02,160.697,24.96,5322,MatoGrosso
2011-03,260.763,24.55,3428,MatoGrosso
2011-04,241.471,24.82,1629,MatoGrosso
2011-05,545.782,23.91,748,MatoGrosso
2011-06,324.314,24.08,321,MatoGrosso
2011-07,233.295,23.94,224,MatoGrosso
2011-08,139.292,24.81,215,MatoGrosso
2011-09,170.944,25.11,157,MatoGrosso
2011-10,174.368,25.19,300,MatoGrosso
2011-11,184.036,25.05,343,MatoGrosso
2011-12,105.213,25.49,911,MatoGrosso
2012-01,168.118,25.09,1907,MatoGrosso
2012-02,183.842,24.39,3401,MatoGrosso
2012-03,222.045,24.67,5479,MatoGrosso
2012-04,399.286,24.22,5908,MatoGrosso
2012-05,287.503,24.29,5066,MatoGrosso
2012-06,213.321,24.2,2554,MatoGrosso
2012-07,294.457,23.59,1749,MatoGrosso
2012-08,206.745,24.28,1072,MatoGrosso
2012-09,117.423,25.41,571,MatoGrosso
2012-10,100.565,26.32,1007,MatoGrosso
2012-11,115.291,26.67,1999,MatoGrosso
2012-12,155.738,25.38,2889,MatoGrosso
2013-01,22.784,26.79,8240,MatoGrosso
2013-02,230.982,24.85,7899,MatoGrosso
2013-03,106.493,26.08,7153,MatoGrosso
2013-04,282.41,25.61,4864,MatoGrosso
2013-05,442.064,24.24,2256,MatoGrosso
2013-06,260.417,24.43,1007,MatoGrosso
2013-07,273.53,23.71,628,MatoGrosso
2013-08,237.837,24.08,397,MatoGrosso
2013-09,141.854,24.87,334,MatoGrosso
2013-10,119.175,25.75,457,MatoGrosso
2013-11,130.843,25.41,678,MatoGrosso
2013-12,96.008,25.59,762,MatoGrosso
2014-01,62.082,25.87,1039,MatoGrosso
2014-02,100.566,25.8,1244,MatoGrosso
2014-03,124.241,26.34,1146,MatoGrosso
2014-04,268.81,25.44,1112,MatoGrosso
2014-05,313.913,25.11,708,MatoGrosso
2014-06,371.171,24.05,397,MatoGrosso
2014-07,216.12,24.22,279,MatoGrosso
2014-08,210.253,24.36,230,MatoGrosso
2014-09,86.869,25.99,299,MatoGrosso
2014-10,182.334,25.43,305,MatoGrosso
2014-11,141.21,25.57,296,MatoGrosso
2014-12,79.724,26.08,497,MatoGrosso
2015-01,102.2,25.68,743,MatoGrosso
2015-02,60.002,26.6,1025,MatoGrosso
2015-03,144.416,26.05,1914,MatoGrosso
2015-04,229.439,25.84,2875,MatoGrosso
2015-05,316.909,24.78,3368,MatoGrosso
2015-06,305.223,24.23,2196,MatoGrosso
2015-07,222.317,24.37,1091,MatoGrosso
2015-08,159.362,25.16,847,MatoGrosso
2015-09,46.806,27.16,769,MatoGrosso
2015-10,32.25,28.71,764,MatoGrosso
2015-11,99.931,27.07,1369,MatoGrosso
2015-12,45.932,27.31,3512,MatoGrosso
2016-01,5.112,28.6,5649,MatoGrosso
2016-02,80.829,27.29,6711,MatoGrosso
2016-03,93.776,27.97,3850,MatoGrosso
2016-04,345.582,25.79,1519,MatoGrosso
2016-05,398.296,24.73,653,MatoGrosso
2016-06,307.776,24.02,317,MatoGrosso
2016-07,272.496,24.16,204,MatoGrosso
2016-08,161.578,25.1,264,MatoGrosso
2016-09,170.376,25.25,270,MatoGrosso
2016-10,126.77,26.48,281,MatoGrosso
2016-11,115.946,26.32,468,MatoGrosso
2016-12,204.264,25.59,712,MatoGrosso
2001-03,197.64,21.64,8011,MinasGerais
2001-04,118.454,19.82,8328,MinasGerais
2001-05,148.032,14.31,4854,MinasGerais
2001-06,105.372,13.74,1426,MinasGerais
2001-07,108.731,13.54,514,MinasGerais
2001-08,57.395,16.27,202,MinasGerais
2001-09,202.303,15.73,218,MinasGerais
2001-10,151.969,17.88,232,MinasGerais
2001-11,150.316,20.16,804,MinasGerais
2001-12,152.919,20.04,1221,MinasGerais
2002-01,216.109,21.19,5552,MinasGerais
2002-02,110.07,20.51,10505,MinasGerais
2002-03,133.442,22.76,12260,MinasGerais
2002-04,116.163,20.14,7519,MinasGerais
2002-05,198.844,16.88,3865,MinasGerais
2002-06,139.687,14.73,714,MinasGerais
2002-07,83.884,13.26,184,MinasGerais
2002-08,119.414,15.84,124,MinasGerais
2002-09,161.542,14.62,115,MinasGerais
2002-10,217.593,19.77,124,MinasGerais
2002-11,193.171,19.75,422,MinasGerais
2002-12,243.995,21.17,777,MinasGerais
2003-01,151.63,21.93,1268,MinasGerais
2003-02,210.775,22.65,2782,MinasGerais
2003-03,156.815,20.82,4978,MinasGerais
2003-04,81.485,18.13,3096,MinasGerais
2003-05,42.266,14.91,1701,MinasGerais
2003-06,123.772,15.54,570,MinasGerais
2003-07,64.862,14.1,137,MinasGerais
2003-08,37.247,12.59,113,MinasGerais
2003-09,113.825,15.52,77,MinasGerais
2003-10,120.007,17.93,70,MinasGerais
2003-11,140.494,19.15,200,MinasGerais
2003-12,246.581,20.21,335,MinasGerais
2004-01,185.69,20.79,984,MinasGerais
2004-02,139.165,20.43,2368,MinasGerais
2004-03,119.889,19.82,5494,MinasGerais
2004-04,121.128,19.33,2585,MinasGerais
2004-05,213.424,13.69,1665,MinasGerais
2004-06,68.408,13.74,395,MinasGerais
2004-07,177.351,12.8,78,MinasGerais
2004-08,67.742,14.11,27,MinasGerais
2004-09,197.2,17.71,17,MinasGerais
2004-10,192.481,16.81,24,MinasGerais
2004-11,196.271,18.5,49,MinasGerais
2004-12,143.994,19.77,193,MinasGerais
2005-01,180.847,21.64,295,MinasGerais
2005-02,99.732,21.24,841,MinasGerais
2005-03,104.915,20.93,2270,MinasGerais
2005-04,167.826,18.98,3478,MinasGerais
2005-05,132.085,16.29,2421,MinasGerais
2005-06,106.739,15.95,905,MinasGerais
2005-07,84.218,12.7,242,MinasGerais
2005-08,157.261,15.56,175,MinasGerais
2005-09,249.184,13.61,84,MinasGerais
2005-10,263.476,17.99,142,MinasGerais
2005-11,124.064,18.93,397,MinasGerais
2005-12,146.541,19.94,633,MinasGerais
2006-01,195.725,22.49,2727,MinasGerais
2006-02,136.893,21.59,4551,MinasGerais
2006-03,160.158,21.04,7313,MinasGerais
2006-04,55.501,17.58,7749,MinasGerais
2006-05,49.058,13.43,4718,MinasGerais
2006-06,55.7,14.67,903,MinasGerais
2006-07,51.475,15.25,206,MinasGerais
2006-08,86.511,14.87,75,MinasGerais
2006-09,126.62,14.79,79,MinasGerais
2006-10,94.673,18.36,250,MinasGerais
2006-11,237.778,18.96,662,MinasGerais
2006-12,155.302,21.76,941,MinasGerais
2007-01,203.093,21.63,1608,MinasGerais
2007-02,174.74,21.38,3176,MinasGerais
2007-03,160.769,21.97,8040,MinasGerais
2007-04,122.662,19.24,8557,MinasGerais
2007-05,199.543,13.84,4635,MinasGerais
2007-06,44.426,14.1,1101,MinasGerais
2007-07,153.921,11.6,410,MinasGerais
2007-08,78.217,13.93,171,MinasGerais
2007-09,115.908,17.67,148,MinasGerais
2007-10,153.594,18.85,292,MinasGerais
2007-11,202.652,18.44,366,MinasGerais
2007-12,200.502,21,642,MinasGerais
2008-01,202.121,20.59,1681,MinasGerais
2008-02,184.449,20.68,3728,MinasGerais
2008-03,123.188,20.02,11611,MinasGerais
2008-04,177.107,17.24,20908,MinasGerais
2008-05,79.271,14.21,10660,MinasGerais
2008-06,116.124,12.12,2930,MinasGerais
2008-07,44.396,14.64,396,MinasGerais
2008-08,122.917,15.11,219,MinasGerais
2008-09,157.014,13.97,185,MinasGerais
2008-10,304.883,17.56,363,MinasGerais
2008-11,253.57,18.23,759,MinasGerais
2008-12,130.225,20,660,MinasGerais
2009-01,255.367,20.2,2936,MinasGerais
2009-02,189.79,21.56,6355,MinasGerais
2009-03,105.134,21.08,14658,MinasGerais
2009-04,81.588,18.62,13083,MinasGerais
2009-05,133.389,15.56,9210,MinasGerais
2009-06,72.46,11.45,2277,MinasGerais
2009-07,147.03,11.66,857,MinasGerais
2009-08,145.03,14.57,251,MinasGerais
2009-09,268.152,15.75,144,MinasGerais
2009-10,188.824,17.13,406,MinasGerais
2009-11,170.03,22.15,1651,MinasGerais
2009-12,144.534,21.52,3408,MinasGerais
2010-01,269.733,21.93,15056,MinasGerais
2010-02,191.721,22.9,29006,MinasGerais
2010-03,196.879,20.61,55283,MinasGerais
2010-04,198.339,17.77,62247,MinasGerais
2010-05,191.541,14.75,37886,MinasGerais
2010-06,70.38,13.59,6290,MinasGerais
2010-07,137.202,13.59,1704,MinasGerais
2010-08,63.329,13.67,690,MinasGerais
2010-09,92.324,16.51,530,MinasGerais
2010-10,185.722,16.09,492,MinasGerais
2010-11,175.698,18.23,941,MinasGerais
2010-12,234.949,20.2,2231,MinasGerais
2011-01,324.359,22.12,4104,MinasGerais
2011-02,339.6,21.5,5999,MinasGerais
2011-03,134.877,19.76,7289,MinasGerais
2011-04,93.84,18.21,8508,MinasGerais
2011-05,63.472,14.48,6837,MinasGerais
2011-06,153.819,12.2,1625,MinasGerais
2011-07,171.884,13.07,578,MinasGerais
2011-08,255.218,13.65,366,MinasGerais
2011-09,181.063,14.58,298,MinasGerais
2011-10,156,17.78,369,MinasGerais
2011-11,119.856,18.17,441,MinasGerais
2011-12,154.059,19.9,690,MinasGerais
2012-01,191.058,20.71,2351,MinasGerais
2012-02,157.749,22.77,2656,MinasGerais
2012-03,81.701,20.47,4203,MinasGerais
2012-04,158.09,17.97,5387,MinasGerais
2012-05,56.067,15.03,4142,MinasGerais
2012-06,168.817,13.35,2666,MinasGerais
2012-07,174.941,12.59,1292,MinasGerais
2012-08,24.695,16.27,723,MinasGerais
2012-09,71.843,16.79,641,MinasGerais
2012-10,200.951,18.84,856,MinasGerais
2012-11,81.1,19.73,1404,MinasGerais
2012-12,221.379,22.64,6025,MinasGerais
2013-01,108.168,20.72,32329,MinasGerais
2013-02,246.631,21.17,56288,MinasGerais
2013-03,189.773,19.24,136406,MinasGerais
2013-04,86.311,17.35,139980,MinasGerais
2013-05,114.405,15.25,35994,MinasGerais
2013-06,235.924,13.93,8958,MinasGerais
2013-07,85.783,12.24,2174,MinasGerais
2013-08,188.393,12.98,861,MinasGerais
2013-09,237.331,15.67,1002,MinasGerais
2013-10,120.03,17.04,857,MinasGerais
2013-11,131.62,19.18,994,MinasGerais
2013-12,140.165,21.36,1571,MinasGerais
2014-01,240.292,22.63,4372,MinasGerais
2014-02,161.492,22.83,8489,MinasGerais
2014-03,177.41,20.14,10329,MinasGerais
2014-04,116.511,18.19,15502,MinasGerais
2014-05,148.557,15.32,10522,MinasGerais
2014-06,330.982,14.37,4407,MinasGerais
2014-07,69.098,13.55,1391,MinasGerais
2014-08,82.114,14.87,628,MinasGerais
2014-09,230.545,17.06,653,MinasGerais
2014-10,71.162,19.63,740,MinasGerais
2014-11,125.76,19.93,874,MinasGerais
2014-12,187.975,21.3,1137,MinasGerais
2015-01,230.64,22.62,4696,MinasGerais
2015-02,239.164,21.47,8311,MinasGerais
2015-03,160.615,20.33,26974,MinasGerais
2015-04,93.131,18.08,57342,MinasGerais
2015-05,155.929,15.7,57764,MinasGerais
2015-06,143.286,13.97,18133,MinasGerais
2015-07,256.753,14.26,4624,MinasGerais
2015-08,50.554,17.46,1788,MinasGerais
2015-09,251.02,17.1,1305,MinasGerais
2015-10,249.916,18.51,1676,MinasGerais
2015-11,231.007,19.14,4162,MinasGerais
2015-12,253.683,21.45,14152,MinasGerais
2016-01,159.838,22.09,52899,MinasGerais
2016-02,227.991,22.41,130912,MinasGerais
2016-03,189.728,19.97,164872,MinasGerais
2016-04,132.279,20.45,125933,MinasGerais
2016-05,128.375,13.96,45874,MinasGerais
2016-06,43.476,10.49,8692,MinasGerais
2016-07,101.731,12.85,1822,MinasGerais
2016-08,164.1,14.22,1062,MinasGerais
2016-09,73.796,14.91,833,MinasGerais
2016-10,198.34,17.31,905,MinasGerais
2016-11,109.581,18.83,1150,MinasGerais
2016-12,233.232,20.76,1804,MinasGerais
2001-03,259.003,24.14,4025,Para
2001-04,285.098,24.21,2488,Para
2001-05,331.304,24.43,1157,Para
2001-06,224.125,23.89,441,Para
2001-07,118.412,24.62,215,Para
2001-08,45.381,25.83,148,Para
2001-09,45.384,26.67,248,Para
2001-10,25.312,27.57,431,Para
2001-11,26.142,27.46,765,Para
2001-12,76.274,26.88,565,Para
2002-01,254.295,24.64,2145,Para
2002-02,359.639,24.09,2683,Para
2002-03,290.793,24.56,2732,Para
2002-04,318.011,24.55,1175,Para
2002-05,295.745,24.7,531,Para
2002-06,212.991,24.37,249,Para
2002-07,71.81,25.22,183,Para
2002-08,61.139,25.81,201,Para
2002-09,16.213,26.88,299,Para
2002-10,12.616,27.3,342,Para
2002-11,56.161,26.77,505,Para
2002-12,194.154,24.9,680,Para
2003-01,147.896,24.84,1979,Para
2003-02,343.667,24.16,2201,Para
2003-03,183.311,24.9,1450,Para
2003-04,344.092,24.43,711,Para
2003-05,408.399,24.44,403,Para
2003-06,159.666,24.79,339,Para
2003-07,142.189,24.7,258,Para
2003-08,57.099,25.84,271,Para
2003-09,34.712,27.15,283,Para
2003-10,39.013,27.47,545,Para
2003-11,41.394,27.44,672,Para
2003-12,108.881,26.28,847,Para
2004-01,171.354,25.29,1632,Para
2004-02,283.823,24.34,1110,Para
2004-03,441.414,24.27,799,Para
2004-04,322.578,24.89,370,Para
2004-05,310.389,24.88,284,Para
2004-06,163.604,24.38,163,Para
2004-07,144.77,24.48,157,Para
2004-08,63.488,25.47,177,Para
2004-09,26.266,27.22,154,Para
2004-10,26.298,27.87,192,Para
2004-11,19.421,27.88,238,Para
2004-12,68.049,27.44,375,Para
2005-01,177.207,26.16,888,Para
2005-02,350.279,24.95,1477,Para
2005-03,279,24.97,1470,Para
2005-04,428.939,24.44,712,Para
2005-05,332.784,24.67,551,Para
2005-06,97.665,25.32,353,Para
2005-07,144.266,24.92,240,Para
2005-08,61.574,26.04,319,Para
2005-09,13.078,27.46,360,Para
2005-10,21.4,27.85,461,Para
2005-11,35.995,27.79,623,Para
2005-12,251.599,25.26,559,Para
2006-01,298.279,24.45,1795,Para
2006-02,242.471,24.64,1116,Para
2006-03,261.926,24.66,1046,Para
2006-04,377.941,24.24,723,Para
2006-05,409.575,24.19,588,Para
2006-06,266.684,24.12,337,Para
2006-07,140.874,24.75,188,Para
2006-08,48.129,25.92,158,Para
2006-09,24.328,27.22,128,Para
2006-10,19.843,27.84,127,Para
2006-11,81.039,26.65,223,Para
2006-12,132.877,25.66,382,Para
2007-01,160.735,25.3,1083,Para
2007-02,163.063,25.01,1634,Para
2007-03,455.929,24.09,2339,Para
2007-04,369.442,24.41,1802,Para
2007-05,345.566,24.76,862,Para
2007-06,186.312,24.52,448,Para
2007-07,125.927,24.93,420,Para
2007-08,64.345,25.68,419,Para
2007-09,24.429,27.04,503,Para
2007-10,51.786,27.13,915,Para
2007-11,65.814,26.95,1451,Para
2007-12,220.27,24.99,1795,Para
2008-01,277.057,24.01,4052,Para
2008-02,279.389,23.99,3252,Para
2008-03,326.907,24.12,3118,Para
2008-04,352.772,24.14,2433,Para
2008-05,407.268,24.09,833,Para
2008-06,272.208,24.05,396,Para
2008-07,169.953,24.38,213,Para
2008-08,67.696,25.76,124,Para
2008-09,27.675,26.92,151,Para
2008-10,25.885,27.79,273,Para
2008-11,17.619,28.16,319,Para
2008-12,159.579,26,673,Para
2009-01,306.721,24.5,868,Para
2009-02,339.824,24.03,1338,Para
2009-03,254.245,24.78,1665,Para
2009-04,165.374,25.13,1104,Para
2009-05,271.981,24.72,651,Para
2009-06,313.922,24.26,337,Para
2009-07,92.937,24.99,179,Para
2009-08,26.129,26.65,139,Para
2009-09,10.211,27.84,116,Para
2009-10,20.051,28.21,247,Para
2009-11,23.832,28.01,373,Para
2009-12,196.918,25.27,245,Para
2010-01,228.722,24.68,753,Para
2010-02,268.532,25.32,1027,Para
2010-03,186.961,25.82,1951,Para
2010-04,341.105,25.29,1430,Para
2010-05,300.513,25.44,1293,Para
2010-06,157.763,25.11,1008,Para
2010-07,173.993,24.86,846,Para
2010-08,117.086,25.45,1185,Para
2010-09,39.632,26.88,1016,Para
2010-10,35.308,28.04,1179,Para
2010-11,71.45,27.17,1960,Para
2010-12,183.053,25.53,1847,Para
2011-01,320.778,24.06,3694,Para
2011-02,334.134,24.02,4323,Para
2011-03,347.191,24.5,3321,Para
2011-04,405.68,24.22,1771,Para
2011-05,444.493,24.36,838,Para
2011-06,180.623,24.9,401,Para
2011-07,151.108,24.72,307,Para
2011-08,62.192,25.97,370,Para
2011-09,39.055,27.21,429,Para
2011-10,88.523,27.37,418,Para
2011-11,50.227,27.12,437,Para
2011-12,58.977,27.23,488,Para
2012-01,261.353,24.5,2571,Para
2012-02,350.107,23.88,3122,Para
2012-03,249.694,24.33,3122,Para
2012-04,284.715,24.74,1861,Para
2012-05,170.826,25.15,1117,Para
2012-06,113.018,25.06,704,Para
2012-07,124.201,25.04,704,Para
2012-08,72.68,26.08,791,Para
2012-09,9.739,27.78,568,Para
2012-10,22.811,28.23,418,Para
2012-11,20.976,28.51,781,Para
2012-12,123.18,26.54,679,Para
2013-01,286.995,24.83,1804,Para
2013-02,342.712,24.39,2530,Para
2013-03,239.547,25.13,2418,Para
2013-04,317.795,24.97,1982,Para
2013-05,327.676,24.56,860,Para
2013-06,141.365,25.13,263,Para
2013-07,175.357,24.53,133,Para
2013-08,98.725,25.64,105,Para
2013-09,35.6,27.25,96,Para
2013-10,40.508,27.65,116,Para
2013-11,49.183,27.38,261,Para
2013-12,208.823,25.87,273,Para
2014-01,256.555,24.68,531,Para
2014-02,355.017,24.05,640,Para
2014-03,270.574,24.45,676,Para
2014-04,301.903,24.67,575,Para
2014-05,477.066,24.41,419,Para
2014-06,232.316,24.65,217,Para
2014-07,130.659,24.83,198,Para
2014-08,64.086,25.86,158,Para
2014-09,17.684,27.49,196,Para
2014-10,18.557,28.29,285,Para
2014-11,25.858,28.07,223,Para
2014-12,100.321,26.47,251,Para
2015-01,185.586,25.22,303,Para
2015-02,318.031,24.61,505,Para
2015-03,385.101,24.27,1209,Para
2015-04,317.699,24.55,916,Para
2015-05,364.765,24.59,929,Para
2015-06,186.727,24.84,625,Para
2015-07,114.238,25.17,439,Para
2015-08,39.931,26.63,541,Para
2015-09,8.071,28.22,479,Para
2015-10,10.082,28.73,435,Para
2015-11,19.835,28.46,795,Para
2015-12,110.114,26.81,1001,Para
2016-01,155.033,25.68,1564,Para
2016-02,284.067,24.95,2488,Para
2016-03,418.804,25.15,2452,Para
2016-04,374.691,25.4,1994,Para
2016-05,205.076,25.77,1230,Para
2016-06,140.696,25.19,492,Para
2016-07,137.744,25.3,393,Para
2016-08,39.958,26.7,334,Para
2016-09,51.31,27.37,243,Para
2016-10,18.24,28.25,257,Para
2016-11,24.771,28.24,255,Para
2016-12,224.636,26.02,406,Para
2001-03,164.505,23.83,4357,Paraiba
2001-04,39.746,23.34,5060,Paraiba
2001-05,98.611,19.04,5407,Paraiba
2001-06,34.043,17.95,2402,Paraiba
2001-07,35.674,18.93,1568,Paraiba
2001-08,44.065,20.46,1301,Paraiba
2001-09,81.717,21.32,1089,Paraiba
2001-10,122.319,22.19,1166,Paraiba
2001-11,182.315,23.36,1135,Paraiba
2001-12,244.778,22.8,953,Paraiba
2002-01,235.167,23.68,2644,Paraiba
2002-02,231.625,22.94,5104,Paraiba
2002-03,113.293,24.55,6888,Paraiba
2002-04,28.644,24.16,4736,Paraiba
2002-05,57.496,21.25,2844,Paraiba
2002-06,6.874,20.38,1228,Paraiba
2002-07,27.155,18.43,953,Paraiba
2002-08,46.482,21.94,707,Paraiba
2002-09,74.121,20.51,434,Paraiba
2002-10,61.379,25.84,493,Paraiba
2002-11,171.431,23.73,821,Paraiba
2002-12,181.087,24.5,797,Paraiba
2003-01,392.191,23.63,1823,Paraiba
2003-02,131.838,25,2294,Paraiba
2003-03,154.108,23.35,3052,Paraiba
2003-04,76.482,21.99,3062,Paraiba
2003-05,32.572,18.91,2865,Paraiba
2003-06,14.724,20.08,1314,Paraiba
2003-07,22.653,19.11,1422,Paraiba
2003-08,37.245,18.61,2001,Paraiba
2003-09,40.012,21.66,1623,Paraiba
2003-10,116.41,22.79,845,Paraiba
2003-11,137.265,22.92,660,Paraiba
2003-12,186.555,24.16,683,Paraiba
2004-01,249.387,23.15,995,Paraiba
2004-02,208.132,22.87,789,Paraiba
2004-03,119.172,22.52,605,Paraiba
2004-04,105.517,22.17,394,Paraiba
2004-05,103.268,18.32,402,Paraiba
2004-06,44.68,17.59,247,Paraiba
2004-07,63.795,17.43,189,Paraiba
2004-08,5.742,19.56,204,Paraiba
2004-09,17.639,24.37,172,Paraiba
2004-10,165.397,21.56,199,Paraiba
2004-11,184.173,22.68,200,Paraiba
2004-12,205.428,22.83,283,Paraiba
2005-01,397.147,23.29,430,Paraiba
2005-02,61.652,23.89,1010,Paraiba
2005-03,156.073,23.69,1586,Paraiba
2005-04,58.042,23.46,1977,Paraiba
2005-05,72.782,20.59,1638,Paraiba
2005-06,31.392,19.45,1557,Paraiba
2005-07,31.802,17.85,895,Paraiba
2005-08,10.309,20.92,531,Paraiba
2005-09,110.98,20.83,321,Paraiba
2005-10,155.832,23.59,203,Paraiba
2005-11,145.657,22.43,224,Paraiba
2005-12,200.286,22.32,253,Paraiba
2006-01,189.309,24.36,516,Paraiba
2006-02,238.781,23.94,425,Paraiba
2006-03,160.781,23.61,697,Paraiba
2006-04,49.869,21.43,833,Paraiba
2006-05,26.995,18.09,669,Paraiba
2006-06,9.995,18.82,527,Paraiba
2006-07,28.356,19.48,456,Paraiba
2006-08,21.22,20.87,468,Paraiba
2006-09,77.252,20.95,341,Paraiba
2006-10,111.862,22.29,415,Paraiba
2006-11,161.877,23.22,450,Paraiba
2006-12,256.26,23.65,500,Paraiba
2007-01,416.015,23.27,1080,Paraiba
2007-02,170.715,23.92,1923,Paraiba
2007-03,94.818,24.47,3460,Paraiba
2007-04,56.79,23.3,3222,Paraiba
2007-05,60.201,19.38,1982,Paraiba
2007-06,7.967,19.05,1023,Paraiba
2007-07,92.508,18.03,1311,Paraiba
2007-08,7.376,20.08,811,Paraiba
2007-09,11.867,23.9,525,Paraiba
2007-10,85.233,24.46,494,Paraiba
2007-11,198.601,22.56,425,Paraiba
2007-12,190.825,23.73,541,Paraiba
2008-01,284.807,23.03,761,Paraiba
2008-02,210.335,23.27,1846,Paraiba
2008-03,177.777,22.55,2974,Paraiba
2008-04,130.251,21.63,5202,Paraiba
2008-05,47.93,18.29,2511,Paraiba
2008-06,29.241,18.24,959,Paraiba
2008-07,2.49,18.76,560,Paraiba
2008-08,58.92,20.84,535,Paraiba
2008-09,56.624,20.57,462,Paraiba
2008-10,122.238,23.21,359,Paraiba
2008-11,137.211,22.82,399,Paraiba
2008-12,170.881,23.45,390,Paraiba
2009-01,287.77,23.22,877,Paraiba
2009-02,241.012,24.01,1004,Paraiba
2009-03,144.706,23.77,1216,Paraiba
2009-04,63.155,21.57,768,Paraiba
2009-05,39.674,20.29,542,Paraiba
2009-06,48.769,16.68,266,Paraiba
2009-07,110.616,18.36,215,Paraiba
2009-08,75.304,19.59,215,Paraiba
2009-09,155.664,21.69,183,Paraiba
2009-10,139.312,22.1,145,Paraiba
2009-11,189.306,24.65,202,Paraiba
2009-12,275.87,23.47,246,Paraiba
2010-01,298.166,24.27,382,Paraiba
2010-02,142.273,25.11,948,Paraiba
2010-03,142.5,23.76,1855,Paraiba
2010-04,71.167,21.58,2142,Paraiba
2010-05,37.358,19.25,3318,Paraiba
2010-06,21.464,17.97,3759,Paraiba
2010-07,43.879,19.45,2490,Paraiba
2010-08,11.339,19.53,1936,Paraiba
2010-09,97.993,22.8,1299,Paraiba
2010-10,132.432,21.24,842,Paraiba
2010-11,162.157,22.55,862,Paraiba
2010-12,238.038,23.75,778,Paraiba
2011-01,283.162,24.2,1704,Paraiba
2011-02,195.966,24.52,2744,Paraiba
2011-03,316.245,22.1,4178,Paraiba
2011-04,88.676,22.08,3725,Paraiba
2011-05,18.873,18.9,2618,Paraiba
2011-06,47.949,17.02,1401,Paraiba
2011-07,22.618,19.44,738,Paraiba
2011-08,34.702,20.6,494,Paraiba
2011-09,13.83,21.76,388,Paraiba
2011-10,158.981,22.36,341,Paraiba
2011-11,145.252,21.88,225,Paraiba
2011-12,177.014,23.64,256,Paraiba
2012-01,291.071,22.58,1027,Paraiba
2012-02,134.316,24.53,1344,Paraiba
2012-03,100.321,23.57,2336,Paraiba
2012-04,114.559,22.69,2719,Paraiba
2012-05,62.837,18.84,2599,Paraiba
2012-06,149.956,18.67,1656,Paraiba
2012-07,40.677,17.9,1518,Paraiba
2012-08,4.432,20.48,1310,Paraiba
2012-09,74.838,22.53,614,Paraiba
2012-10,64.59,24.57,348,Paraiba
2012-11,129.513,23.45,259,Paraiba
2012-12,245.778,25.44,425,Paraiba
2013-01,218.768,23.33,1020,Paraiba
2013-02,195.533,23.89,2620,Paraiba
2013-03,180.567,23.04,4031,Paraiba
2013-04,99.514,20.88,4496,Paraiba
2013-05,82.455,20.15,2995,Paraiba
2013-06,83.114,19.18,2189,Paraiba
2013-07,48.472,17.54,1767,Paraiba
2013-08,9.819,19.15,1229,Paraiba
2013-09,76.527,21.64,805,Paraiba
2013-10,127.064,21.91,536,Paraiba
2013-11,147.75,23.14,325,Paraiba
2013-12,153.606,24.32,326,Paraiba
2014-01,96.418,25.79,516,Paraiba
2014-02,117.523,26.08,611,Paraiba
2014-03,128.765,23.8,750,Paraiba
2014-04,66.653,22.55,1456,Paraiba
