location,time_period,horizon_distance,sample,forecast
LA-AT,201008,0,65,75.65482409667449
LA-AT,201008,0,66,7.565502875835436
LA-AT,201008,0,67,9.799285154368196
LA-AT,201008,0,68,6.123637371862927
LA-AT,201008,0,69,1.3201147160251903
LA-AT,201008,0,70,10.0552428684632
LA-AT,201008,0,71,75.28881145755821
LA-AT,201008,0,72,63.24404816173121
LA-AT,201008,0,73,66.17772501400938
LA-AT,201008,0,74,22.232028557443652
LA-AT,201008,0,75,28.877418640639963
LA-AT,201008,0,76,20.500216055106343
LA-AT,201008,0,77,7.263534061333016
LA-AT,201008,0,78,28.911407924909756
LA-AT,201008,0,79,3.3999071332723356
LA-AT,201008,0,80,15.742704499676023
LA-AT,201008,0,81,69.94539499732949
LA-AT,201008,0,82,1.8500628684216283
LA-AT,201008,0,83,35.00881713150319
LA-AT,201008,0,84,7.981461359284864
LA-AT,201008,0,85,4.459803438065212
LA-AT,201008,0,86,19.82829985756191
LA-AT,201008,0,87,29.6973137914012
LA-AT,201008,0,88,1.3201147160251903
LA-AT,201008,0,89,65.83575600716836
LA-AT,201008,0,90,3.4399073256109416
LA-AT,201008,0,91,0.9041562325757612
LA-AT,201008,0,92,2.266021351871057
LA-AT,201008,0,93,9.269337001971758
LA-AT,201008,0,94,13.394932552196252
LA-AT,201008,0,95,15.73669359160721
LA-AT,201008,0,96,27.753478511233237
LA-AT,201008,0,97,22.198039273173855
LA-AT,201008,0,98,0.9041562325757612
LA-AT,201008,0,99,4.459803438065212
LA-AT,201009,1,0,5.815072116993267
LA-AT,201009,1,1,18.521805958370155
LA-AT,201009,1,2,12.59040842919995
LA-AT,201009,1,3,10.16864700511178
LA-AT,201009,1,4,1.3875077522663524
LA-AT,201009,1,5,25.343153370984254
LA-AT,201009,1,6,15.84408682018698
LA-AT,201009,1,7,1.9174559046627904
LA-AT,201009,1,8,12.504397136453926
LA-AT,201009,1,9,2.2194247191652106
LA-AT,201009,1,10,4.413206805359365
LA-AT,201009,1,11,46.44304635795813
LA-AT,201009,1,12,2.1054350502182015
LA-AT,201009,1,13,24.70522645770962
LA-AT,201009,1,14,13.576315257384424
LA-AT,201009,1,15,128.045116175015
LA-AT,201009,1,16,6.231030600442696
LA-AT,201009,1,17,2.1054350502182015
LA-AT,201009,1,18,14.584189553701073
LA-AT,201009,1,19,7.10294775968016
LA-AT,201009,1,20,13.530304156977007
LA-AT,201009,1,21,4.185227467465347
LA-AT,201009,1,22,2.333414388112219
LA-AT,201009,1,23,8.00885420318742
LA-AT,201009,1,24,6.379009553659501
LA-AT,201009,1,25,1.3875077522663524
LA-AT,201009,1,26,58.621908211081646
LA-AT,201009,1,27,2.5213935336676307
LA-AT,201009,1,28,0.8575595998699145
LA-AT,201009,1,29,0.8575595998699145
LA-AT,201009,1,30,7.592895719737992
LA-AT,201009,1,31,3.923258845301533
LA-AT,201009,1,32,4.9431549577558025
LA-AT,201009,1,33,4.225227659803953
LA-AT,201009,1,34,8.276833733420045
LA-AT,201009,1,35,1.3875077522663524
LA-AT,201009,1,36,32.124500591259746
LA-AT,201009,1,37,49.6127896203422
LA-AT,201009,1,38,40.02170086873009
LA-AT,201009,1,39,5.701082448046258
LA-AT,201009,1,40,3.2793210239580866
LA-AT,201009,1,41,6.265019884712492
LA-AT,201009,1,42,32.65444874365619
LA-AT,201009,1,43,20.88159972198755
LA-AT,201009,1,44,1.3875077522663524
LA-AT,201009,1,45,11.416522455460065
LA-AT,201009,1,46,1.9174559046627904
LA-AT,201009,1,47,27.376934687823983
LA-AT,201009,1,48,2.8633625405086574
LA-AT,201009,1,49,2.447404057059228
LA-AT,201009,1,50,50.46066314730443
LA-AT,201009,1,51,13.906262448087828
LA-AT,201009,1,52,29.992686165536377
LA-AT,201009,1,53,106.45319906384023
LA-AT,201009,1,54,27.35496721969181
LA-AT,201009,1,55,1.6894765667687726
LA-AT,201009,1,56,5.815072116993267
LA-AT,201009,1,57,4.111237990856944
LA-AT,201009,1,58,10.4706158196142
LA-AT,201009,1,59,25.137141501222416
LA-AT,201009,1,60,7.854864341901806
